method,task,metric,value
ours w/o vlm,shaping,procrustes_distance,0.5563886978657504
ours w/o vlm,shaping,procrustes_distance,0.7772829763790378
ours w/o vlm,shaping,procrustes_distance,0.0001414045252779482
ours w/o vlm,shaping,procrustes_distance,5.109086751694989e-05
ours w/o vlm,shaping,procrustes_distance,0.824091203239345
ours w/o vlm,shaping,procrustes_distance,0.0005509990013834099
ours w/o vlm,shaping,procrustes_distance,6.602877911277195e-05
ours w/o vlm,shaping,procrustes_distance,9.103410909976286e-05
ours w/o vlm,shaping,procrustes_distance,0.00018955110363369422
ours w/o vlm,shaping,procrustes_distance,0.7872918225221277
ours w/o vlm,shaping,procrustes_distance,0.00010631943903040724
ours w/o vlm,shaping,procrustes_distance,0.00022119495558170502
ours w/o vlm,shaping,procrustes_distance,0.0004637628222647699
ours w/o vlm,shaping,procrustes_distance,0.0002668019103800667
ours w/o vlm,shaping,procrustes_distance,9.629087500115672e-05
ours w/o vlm,shaping,procrustes_distance,0.7760700508339206
ours w/o vlm,shaping,procrustes_distance,0.37323503933167923
ours w/o vlm,shaping,procrustes_distance,0.00013798425734872513
ours w/o vlm,shaping,procrustes_distance,0.6442610948769157
ours w/o vlm,shaping,procrustes_distance,0.011302931951955059
ours w/o vlm,shaping,procrustes_distance,0.0001652861078251248
ours w/o vlm,shaping,procrustes_distance,0.0001213340046511058
ours w/o vlm,shaping,procrustes_distance,0.00019707766449826258
ours w/o vlm,shaping,procrustes_distance,0.8127041429584745
ours w/o vlm,shaping,procrustes_distance,0.00026087394593213157
ours w/o vlm,shaping,procrustes_distance,0.0003003085810996609
ours w/o vlm,encircling,mean_distance_error,0.06722622149141179
ours w/o vlm,encircling,mean_distance_error,1.1105386467092344
ours w/o vlm,encircling,mean_distance_error,0.03751734980259661
ours w/o vlm,encircling,mean_distance_error,1.5437465106616797
ours w/o vlm,encircling,mean_distance_error,0.016233799794267718
ours w/o vlm,encircling,mean_distance_error,0.06796098996242106
ours w/o vlm,encircling,mean_distance_error,0.8493233492495579
ours w/o vlm,encircling,mean_distance_error,0.01759448998813688
ours w/o vlm,encircling,mean_distance_error,0.0595178365017718
ours w/o vlm,encircling,mean_distance_error,0.3035635383536621
ours w/o vlm,encircling,mean_distance_error,0.1956395136757069
ours w/o vlm,encircling,mean_distance_error,1.6948618130614148
ours w/o vlm,encircling,mean_distance_error,0.8114818846686885
ours w/o vlm,encircling,mean_distance_error,0.013179629456942973
ours w/o vlm,encircling,mean_distance_error,0.03787271305950483
ours w/o vlm,encircling,mean_distance_error,1.6807937082440647
ours w/o vlm,encircling,mean_distance_error,0.05012815068633388
ours w/o vlm,encircling,mean_distance_error,1.5947699155723953
ours w/o vlm,encircling,mean_distance_error,0.297134085964821
ours w/o vlm,encircling,mean_distance_error,1.4419487476373831
ours w/o vlm,encircling,mean_distance_error,3.12538696576422
ours w/o vlm,encircling,mean_distance_error,0.039084153677580426
ours w/o vlm,encircling,mean_distance_error,1.9063487106251944
ours w/o vlm,encircling,mean_distance_error,1.200735039057153
ours w/o vlm,encircling,mean_distance_error,0.010454752924294486
ours w/o vlm,encircling,mean_distance_error,0.037913866607293734
ours w/o vlm,encircling,mean_distance_error,0.023304502460014715
ours w/o vlm,encircling,mean_distance_error,0.04217588336979269
ours w/o vlm,encircling,mean_distance_error,0.0455899919645576
ours w/o vlm,encircling,mean_distance_error,0.17601240549974242
ours w/o vlm,encircling,mean_distance_error,0.0715201437937389
ours w/o vlm,encircling,mean_distance_error,0.021252954310829852
ours w/o vlm,encircling,mean_distance_error,0.060406434395272136
ours w/o vlm,encircling,mean_distance_error,1.9325088305050706
ours w/o vlm,encircling,mean_distance_error,0.013440704464645828
ours w/o vlm,encircling,mean_distance_error,0.05718072912767924
ours w/o vlm,encircling,mean_distance_error,0.06832365346232468
ours w/o vlm,encircling,mean_distance_error,0.022402490807873376
ours w/o vlm,encircling,mean_distance_error,0.03076264098245089
ours w/o vlm,encircling,mean_distance_error,0.08553647116366499
ours w/o vlm,encircling,mean_distance_error,1.3482603192367388
ours w/o vlm,encircling,mean_distance_error,0.02755692912737669
ours w/o vlm,encircling,mean_distance_error,0.024204816878166724
ours w/o vlm,encircling,mean_distance_error,0.16135004344205253
ours w/o vlm,encircling,mean_distance_error,0.032547469447461674
ours w/o vlm,encircling,mean_distance_error,0.7304230725496862
ours w/o vlm,encircling,mean_distance_error,0.9167038142739011
ours w/o vlm,encircling,mean_distance_error,0.044730210649714754
ours w/o vlm,encircling,mean_distance_error,1.5001395112737648
ours w/o vlm,encircling,mean_distance_error,2.4812759826756743
ours w/o vlm,encircling,mean_distance_error,0.012591112679907646
ours w/o vlm,encircling,mean_distance_error,0.02481257989720372
ours w/o vlm,encircling,mean_distance_error,1.3848346965146108
ours w/o vlm,encircling,mean_distance_error,0.040742789579762295
ours w/o vlm,encircling,mean_distance_error,2.935547648451131
ours w/o vlm,encircling,mean_distance_error,1.56499861023552
ours w/o vlm,encircling,mean_distance_error,1.7572670557353918
ours w/o vlm,encircling,mean_distance_error,1.214127242980399
ours w/o vlm,encircling,mean_distance_error,0.9637003037876365
ours w/o vlm,encircling,mean_distance_error,0.07872375663939467
ours w/o vlm,encircling,mean_distance_error,0.03315015385461123
ours w/o vlm,encircling,mean_distance_error,0.9304018860706114
ours w/o vlm,encircling,mean_distance_error,0.8408638962254168
ours w/o vlm,encircling,mean_distance_error,2.1260448306260136
ours w/o vlm,encircling,mean_distance_error,0.029488714298993374
ours w/o vlm,encircling,mean_distance_error,0.09215734746621318
ours w/o vlm,encircling,mean_distance_error,0.7397153059297521
ours w/o vlm,encircling,mean_distance_error,0.9649956167548233
ours w/o vlm,encircling,mean_distance_error,0.1504280154724573
ours w/o vlm,encircling,mean_distance_error,0.09728315797100708
ours w/o vlm,encircling,mean_distance_error,1.4061502144254288
ours w/o vlm,encircling,mean_distance_error,0.01906908557162527
ours w/o vlm,encircling,mean_distance_error,1.6175024439355592
ours w/o vlm,encircling,mean_distance_error,0.03210664213522737
ours w/o vlm,encircling,mean_distance_error,0.9748069064506147
ours w/o vlm,encircling,mean_distance_error,1.6763682184831723
ours w/o vlm,encircling,mean_distance_error,0.15370864943524135
ours w/o vlm,encircling,mean_distance_error,0.8722466437390449
ours w/o vlm,encircling,mean_distance_error,2.002129196792142
ours w/o vlm,encircling,mean_distance_error,1.4423939705849633
ours w/o vlm,encircling,mean_distance_error,1.4594321748728207
ours w/o vlm,encircling,mean_distance_error,0.09370074846806357
ours w/o vlm,encircling,mean_distance_error,0.023630732639901397
ours w/o vlm,encircling,mean_distance_error,1.401974716309214
ours w/o vlm,encircling,mean_distance_error,0.03940696295599603
ours w/o vlm,encircling,mean_distance_error,1.4721680630909983
ours w/o vlm,encircling,mean_distance_error,0.013603209569264882
ours w/o vlm,encircling,mean_distance_error,0.05864031761515435
ours w/o vlm,encircling,mean_distance_error,0.03347928633696723
ours w/o vlm,encircling,mean_distance_error,0.068637748440962
ours w/o vlm,encircling,mean_distance_error,0.03683212755912272
ours w/o vlm,encircling,mean_distance_error,0.03400741890022383
ours w/o vlm,encircling,mean_distance_error,0.01767786482302149
ours w/o vlm,encircling,mean_distance_error,1.764821944783848
ours w/o vlm,encircling,mean_distance_error,1.880415042395545
ours w/o vlm,encircling,mean_distance_error,0.022474956041435606
ours w/o vlm,encircling,mean_distance_error,0.014528434908455401
ours w/o vlm,encircling,mean_distance_error,0.4443213995290323
ours w/o vlm,encircling,mean_distance_error,1.7901241381386928
ours w/o vlm,covering,area_ratio,0.8962835955713621
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0021417658340653943
ours w/o vlm,covering,area_ratio,0.9518567153311712
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.006881680266120878
ours w/o vlm,covering,area_ratio,0.980325520701503
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0023582486038160274
ours w/o vlm,covering,area_ratio,0.9014539060348737
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00012817336605329627
ours w/o vlm,covering,area_ratio,0.9426108228822836
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.025802488428536698
ours w/o vlm,covering,area_ratio,0.898902375269123
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00021153279105775956
ours w/o vlm,covering,area_ratio,0.24832261586857823
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.008220070182175682
ours w/o vlm,covering,area_ratio,0.23879598061050458
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.004585756425263477
ours w/o vlm,covering,area_ratio,0.8934999672367487
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00018878345240154178
ours w/o vlm,covering,area_ratio,1.061965342405905
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.001201719269136442
ours w/o vlm,covering,area_ratio,0.023852797838321955
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0001058175401833537
ours w/o vlm,covering,area_ratio,0.8835196990853363
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00013311975925641074
ours w/o vlm,covering,area_ratio,0.24567155223267373
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0009908065559231798
ours w/o vlm,covering,area_ratio,0.019316236988699213
ours w/o vlm,covering,variance_nearest_neighbor_distance,1.6132244571306015e-05
ours w/o vlm,covering,area_ratio,0.05909359920159452
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00014740030918366424
ours w/o vlm,covering,area_ratio,1.6395262787895408
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.1492445336825858
ours w/o vlm,covering,area_ratio,0.023856952879886192
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0003436418285694855
ours w/o vlm,covering,area_ratio,0.005060251179354908
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00012435394666634615
ours w/o vlm,covering,area_ratio,0.2739740564155486
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0033017750519179585
ours w/o vlm,covering,area_ratio,0.889461242363985
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0001760496684015786
ours w/o vlm,covering,area_ratio,0.9900723721731733
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0019458263630611373
ours w/o vlm,covering,area_ratio,0.8952402788430437
ours w/o vlm,covering,variance_nearest_neighbor_distance,7.767099778048002e-05
ours w/o vlm,covering,area_ratio,0.43370493249787134
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.02336353681075251
ours w/o vlm,covering,area_ratio,0.8984264744975285
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00046840792619147475
ours w/o vlm,covering,area_ratio,1.6652195593980357
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.3396404478538038
ours w/o vlm,covering,area_ratio,0.8945950330982906
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0006169299097501343
ours w/o vlm,covering,area_ratio,0.9002883135976292
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00011721806677712836
ours w/o vlm,covering,area_ratio,0.9113935215252295
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0008672099153096101
ours w/o vlm,covering,area_ratio,0.8868504559620859
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00028965764786772385
ours w/o vlm,covering,area_ratio,0.8976540258298074
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.009542369208372167
ours w/o vlm,covering,area_ratio,0.9009266484660291
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0001900586454644432
ours w/o vlm,covering,area_ratio,0.016621664452366968
ours w/o vlm,covering,variance_nearest_neighbor_distance,3.833632023241557e-05
ours w/o vlm,covering,area_ratio,0.8873979316100037
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00019375024568750346
ours w/o vlm,covering,area_ratio,0.8867263324247728
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0003265058114937061
ours w/o vlm,covering,area_ratio,0.26875519923919894
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.003848310183697086
ours w/o vlm,covering,area_ratio,0.8918857043306411
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00033153051867827797
ours w/o vlm,covering,area_ratio,0.899540459259116
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0002453432285278997
ours w/o vlm,covering,area_ratio,0.891767835600824
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0003512862059192769
ours w/o vlm,covering,area_ratio,0.2505072081461157
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.01400776856124991
ours w/o vlm,covering,area_ratio,0.24121024495672516
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00656641785449762
ours w/o vlm,covering,area_ratio,0.890927192895753
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0002850285034235524
ours w/o vlm,covering,area_ratio,1.000066494724168
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.007697775959570239
ours w/o vlm,covering,area_ratio,0.9627038403414875
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0011785738064118644
ours w/o vlm,covering,area_ratio,0.1754012421288359
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00044226332306091616
ours w/o vlm,covering,area_ratio,0.8891096955479219
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0009696325746904815
ours w/o vlm,covering,area_ratio,0.8992727115264142
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0012412398548643975
ours w/o vlm,covering,area_ratio,0.9062628004375874
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00034555346877779747
ours w/o vlm,covering,area_ratio,0.887203378474416
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0001724068333775447
ours w/o vlm,covering,area_ratio,0.2835539909314627
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.004254768951543256
ours w/o vlm,covering,area_ratio,0.8901045598849856
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00011295675957192961
ours w/o vlm,covering,area_ratio,0.6341699146606257
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.12585968355203897
ours w/o vlm,covering,area_ratio,0.27266111068978044
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.011125875493513229
ours w/o vlm,covering,area_ratio,1.8391539289875203
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.017644861341771432
ours w/o vlm,covering,area_ratio,0.8925993143110589
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00017667921610508511
ours w/o vlm,covering,area_ratio,0.8900749855090299
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.000346326607292446
ours w/o vlm,covering,area_ratio,0.27488515802369157
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.003940955955536487
ours w/o vlm,covering,area_ratio,0.9055354897776148
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00013790234322057357
ours w/o vlm,covering,area_ratio,0.8936305949881096
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.000491354448156514
ours w/o vlm,covering,area_ratio,0.8851895246432862
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00038885580568294475
ours w/o vlm,covering,area_ratio,0.8923965782841684
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0001447762140812159
ours w/o vlm,covering,area_ratio,0.9622598022800415
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0026281332532044946
ours w/o vlm,covering,area_ratio,0.8955390523654201
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00019259036274325026
ours w/o vlm,covering,area_ratio,0.2760720737280315
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00733035843331364
ours w/o vlm,covering,area_ratio,0.8832881904529534
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00010909341855188843
ours w/o vlm,covering,area_ratio,0.898121601203462
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0002901985027099876
ours w/o vlm,covering,area_ratio,0.29279061699933717
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0031592741301869594
ours w/o vlm,covering,area_ratio,0.27183730384062993
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.002787737575503941
ours w/o vlm,covering,area_ratio,0.896597180962779
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00022603498996735179
ours w/o vlm,covering,area_ratio,0.5744480545654466
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.23764539131088075
ours w/o vlm,covering,area_ratio,0.8939764640301835
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0004519421872457549
ours w/o vlm,covering,area_ratio,0.8900636778156201
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00014357553205038276
ours w/o vlm,covering,area_ratio,0.24025967868076284
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.003646000770483062
ours w/o vlm,covering,area_ratio,0.42829387350248027
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0036258493280168307
ours w/o vlm,covering,area_ratio,0.16474794094912767
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0013746883834088372
ours w/o vlm,covering,area_ratio,0.893927631894421
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0016936930233462794
ours w/o vlm,covering,area_ratio,0.8901126011773107
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00023226563049620434
ours w/o vlm,covering,area_ratio,0.8844918447749593
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0002682959879676411
ours w/o vlm,covering,area_ratio,0.8827255309895404
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00012315130165108828
ours w/o vlm,covering,area_ratio,1.0487733604199685
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0033609793797618687
ours w/o vlm,covering,area_ratio,0.08495362547732861
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00019016970353910923
ours w/o vlm,covering,area_ratio,0.25494441960708125
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.007104205481936668
ours w/o vlm,covering,area_ratio,1.6313058258627104
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.1555326562625624
ours w/o vlm,covering,area_ratio,0.8928914208218317
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0002067076480455838
ours w/o vlm,covering,area_ratio,0.9028664743809044
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00019730471525973022
ours w/o vlm,covering,area_ratio,0.2609015378731023
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.006034817013225
ours w/o vlm,covering,area_ratio,0.9085076765284213
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00023586382003535375
ours w/o vlm,covering,area_ratio,0.8963442215816043
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0002838391181247776
ours w/o vlm,covering,area_ratio,0.2573745667359801
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.006468749484871318
ours w/o vlm,covering,area_ratio,0.2782454959782847
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.014089440982033564
ours w/o vlm,covering,area_ratio,0.5927459917263774
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.04853530365181577
ours w/o vlm,covering,area_ratio,0.8880119175744333
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0008699529749404825
ours w/o vlm,covering,area_ratio,1.645484960892087
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.24506791773564068
ours w/o vlm,covering,area_ratio,0.889940583974037
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0006074936398387639
ours w/o vlm,covering,area_ratio,0.916842845060914
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.0005231648361043288
ours w/o vlm,covering,area_ratio,0.8568692355114284
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.000678668482062062
ours w/o vlm,covering,area_ratio,0.9779690540528871
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.004834310669284908
ours w/o vlm,covering,area_ratio,0.966344285071969
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.001660684570440591
ours w/o vlm,covering,area_ratio,0.90403751996596
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00011649530217015678
ours w/o vlm,covering,area_ratio,0.8859255810046198
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.00010539292208068363
ours w/o vlm,covering,area_ratio,0.8795222929004022
ours w/o vlm,covering,variance_nearest_neighbor_distance,0.000214463956205133
meta,flocking,spatial_variance,0.3079653298818136
meta,flocking,mean_dtw_distance,799.8925290689576
meta,flocking,spatial_variance,0.2876162527700601
meta,flocking,mean_dtw_distance,767.6828932547188
meta,flocking,spatial_variance,1.3086200456455752
meta,flocking,mean_dtw_distance,1035.2998212677462
meta,flocking,spatial_variance,0.28858403499239726
meta,flocking,mean_dtw_distance,771.9669665777532
meta,flocking,spatial_variance,0.16876549390747447
meta,flocking,mean_dtw_distance,893.2217786207764
meta,flocking,spatial_variance,8.80554185264738
meta,flocking,mean_dtw_distance,4036.1236554213133
meta,flocking,spatial_variance,0.28485037587360473
meta,flocking,mean_dtw_distance,767.9692344537932
meta,flocking,spatial_variance,0.27710609827534255
meta,flocking,mean_dtw_distance,757.9497988231672
meta,flocking,spatial_variance,0.3071210087238093
meta,flocking,mean_dtw_distance,796.4881158302106
meta,flocking,spatial_variance,0.33854666604305805
meta,flocking,mean_dtw_distance,838.5051986642786
meta,flocking,spatial_variance,0.11734763371485021
meta,flocking,mean_dtw_distance,478.0762444717767
meta,flocking,spatial_variance,0.29441324932790724
meta,flocking,mean_dtw_distance,780.1400749960288
meta,flocking,spatial_variance,0.2877955719333981
meta,flocking,mean_dtw_distance,1152.7354914072612
meta,flocking,spatial_variance,0.2695372608411605
meta,flocking,mean_dtw_distance,749.6767776592649
meta,flocking,spatial_variance,0.15539024144495228
meta,flocking,mean_dtw_distance,522.9781391635523
meta,flocking,spatial_variance,1.3865796968328754
meta,flocking,mean_dtw_distance,1117.160581299703
meta,flocking,spatial_variance,3.772834991471198
meta,flocking,mean_dtw_distance,3453.803214786721
meta,flocking,spatial_variance,0.07962944041983591
meta,flocking,mean_dtw_distance,408.3483456014822
meta,flocking,spatial_variance,0.2714826648899861
meta,flocking,mean_dtw_distance,1114.1844838338334
meta,flocking,spatial_variance,0.29271222456649126
meta,flocking,mean_dtw_distance,721.2205299747063
meta,flocking,spatial_variance,0.30812201917893445
meta,flocking,mean_dtw_distance,799.690902964212
meta,flocking,spatial_variance,0.31890693345586835
meta,flocking,mean_dtw_distance,806.1616485603372
meta,flocking,spatial_variance,0.2771918536409115
meta,flocking,mean_dtw_distance,1131.455197682901
meta,flocking,spatial_variance,0.24843109117601564
meta,flocking,mean_dtw_distance,719.4518000376567
meta,flocking,spatial_variance,0.2805009885995886
meta,flocking,mean_dtw_distance,1141.0967852670715
meta,flocking,spatial_variance,1.6362541634101908
meta,flocking,mean_dtw_distance,2392.0242997863365
meta,flocking,spatial_variance,0.19190836704087202
meta,flocking,mean_dtw_distance,593.635740711208
meta,flocking,spatial_variance,0.2915019210858847
meta,flocking,mean_dtw_distance,779.9659501437809
meta,flocking,spatial_variance,1.1579463929049023
meta,flocking,mean_dtw_distance,636.2870195779886
meta,flocking,spatial_variance,0.21885630061913214
meta,flocking,mean_dtw_distance,684.7505953025737
meta,flocking,spatial_variance,0.11430590109078291
meta,flocking,mean_dtw_distance,762.994731729649
meta,flocking,spatial_variance,0.247557970758597
meta,flocking,mean_dtw_distance,1061.3442149888037
meta,flocking,spatial_variance,0.07467345890523079
meta,flocking,mean_dtw_distance,603.4622785147418
meta,flocking,spatial_variance,1.6676978650448917
meta,flocking,mean_dtw_distance,2653.4374484846544
meta,flocking,spatial_variance,0.31751642769805477
meta,flocking,mean_dtw_distance,220.29553850727365
meta,flocking,spatial_variance,0.2963809707569981
meta,flocking,mean_dtw_distance,785.548653527136
meta,flocking,spatial_variance,0.3035801809581118
meta,flocking,mean_dtw_distance,785.2759301236314
meta,flocking,spatial_variance,5.88198990883518
meta,flocking,mean_dtw_distance,3581.527752945432
meta,flocking,spatial_variance,0.3245860527412314
meta,flocking,mean_dtw_distance,1224.2486579172848
meta,flocking,spatial_variance,0.25435719416150776
meta,flocking,mean_dtw_distance,584.0583072369454
meta,flocking,spatial_variance,0.07417294600390568
meta,flocking,mean_dtw_distance,544.602013658027
meta,flocking,spatial_variance,0.18630961586749842
meta,flocking,mean_dtw_distance,559.9807176461759
meta,flocking,spatial_variance,1.8857118400568038
meta,flocking,mean_dtw_distance,2216.96154918646
meta,flocking,spatial_variance,1.750123564615762
meta,flocking,mean_dtw_distance,2679.6392758879306
meta,flocking,spatial_variance,0.2561138354322992
meta,flocking,mean_dtw_distance,728.6054715881395
meta,flocking,spatial_variance,3.075823863830497
meta,flocking,mean_dtw_distance,2390.4737275811303
meta,flocking,spatial_variance,0.614815281266983
meta,flocking,mean_dtw_distance,472.32275670226915
meta,flocking,spatial_variance,0.21817970143948748
meta,flocking,mean_dtw_distance,1001.5025517058214
meta,flocking,spatial_variance,6.468572770900563
meta,flocking,mean_dtw_distance,4080.2319723996343
meta,flocking,spatial_variance,0.14527773136634842
meta,flocking,mean_dtw_distance,539.5768320390498
meta,flocking,spatial_variance,0.699879279142884
meta,flocking,mean_dtw_distance,320.3142172536369
meta,flocking,spatial_variance,0.12591917179306858
meta,flocking,mean_dtw_distance,563.016085001945
meta,flocking,spatial_variance,0.6656492427073277
meta,flocking,mean_dtw_distance,1597.08807361974
meta,flocking,spatial_variance,0.4958928869986094
meta,flocking,mean_dtw_distance,928.0311138656576
meta,flocking,spatial_variance,0.29763625417587514
meta,flocking,mean_dtw_distance,786.1587866054675
meta,flocking,spatial_variance,0.30222663814815964
meta,flocking,mean_dtw_distance,787.576276183652
meta,flocking,spatial_variance,0.8155379666960829
meta,flocking,mean_dtw_distance,1596.8631054956275
meta,flocking,spatial_variance,1.7228548466719877
meta,flocking,mean_dtw_distance,1697.778277967643
meta,flocking,spatial_variance,0.30084879376171236
meta,flocking,mean_dtw_distance,656.7378707048819
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,1.0
meta,crossing,target_achievement_ratio,1.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,1.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,1.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,1.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,1.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,1.0
meta,crossing,target_achievement_ratio,1.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,1.0
meta,crossing,target_achievement_ratio,0.8333333333333334
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,0.16666666666666666
meta,crossing,target_achievement_ratio,1.0
meta,crossing,target_achievement_ratio,0.6666666666666666
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,1.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,1.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,1.0
meta,crossing,target_achievement_ratio,1.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,1.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,0.0
